id,level,kind,source,page,title,reading,status
N2-vocab-0581,N2,vocab,N2 Junbi Từ vựng,194,思い切る,おもきる,TITLE_IN_RAW_ONLY
N2-vocab-0582,N2,vocab,N2 Junbi Từ vựng,194,振り向く,ふむく,TITLE_IN_RAW_ONLY
N2-vocab-0583,N2,vocab,N2 Junbi Từ vựng,194,思いつく,おもいつく,TITLE_IN_RAW_ONLY
N2-vocab-0584,N2,vocab,N2 Junbi Từ vựng,195,引き止める,ひとめる,TITLE_IN_RAW_ONLY
N2-vocab-0585,N2,vocab,N2 Junbi Từ vựng,195,打ち消す,うけす,TITLE_IN_PDF
N2-vocab-0586,N2,vocab,N2 Junbi Từ vựng,195,飛び散る,とちる,TITLE_IN_RAW_ONLY
N2-vocab-0587,N2,vocab,N2 Junbi Từ vựng,195,乗り継ぐ,のつぐ,TITLE_IN_RAW_ONLY
N2-vocab-0588,N2,vocab,N2 Junbi Từ vựng,196,落ち込む,おこむ,TITLE_IN_PDF
N2-vocab-0589,N2,vocab,N2 Junbi Từ vựng,196,引き返す,ひかえす,TITLE_IN_PDF
N2-vocab-0590,N2,vocab,N2 Junbi Từ vựng,196,打ち明ける,うあける,TITLE_IN_RAW_ONLY
N2-vocab-0591,N2,vocab,N2 Junbi Từ vựng,197,目立つ,めだつ,TITLE_IN_RAW_ONLY
N2-vocab-0592,N2,vocab,N2 Junbi Từ vựng,197,詰め込む,つこむ,TITLE_IN_PDF
N2-vocab-0593,N2,vocab,N2 Junbi Từ vựng,198,見分ける,みわける,TITLE_IN_PDF
N2-vocab-0594,N2,vocab,N2 Junbi Từ vựng,198,突っ込む,つこむ,TITLE_IN_PDF
N2-vocab-0595,N2,vocab,N2 Junbi Từ vựng,198,くっ付く,つく,TITLE_IN_RAW_ONLY
N2-vocab-0596,N2,vocab,N2 Junbi Từ vựng,198,引っかかる,ひっかかる,TITLE_IN_PDF
N2-vocab-0597,N2,vocab,N2 Junbi Từ vựng,199,持ち寄る,もよる,TITLE_IN_PDF
N2-vocab-0598,N2,vocab,N2 Junbi Từ vựng,199,当てはまる,あてはまる,TITLE_IN_PDF
N2-vocab-0599,N2,vocab,N2 Junbi Từ vựng,199,付け加える,つくわえる,TITLE_IN_RAW_ONLY
N2-vocab-0600,N2,vocab,N2 Junbi Từ vựng,199,行き着く,いつく,TITLE_IN_PDF
N2-vocab-0601,N2,vocab,N2 Junbi Từ vựng,200,上回る,うわまわる,TITLE_IN_PDF
N2-vocab-0602,N2,vocab,N2 Junbi Từ vựng,200,飛び越える,とこえる,TITLE_IN_PDF
N2-vocab-0603,N2,vocab,N2 Junbi Từ vựng,200,見渡す,みわたす,TITLE_IN_PDF
N2-vocab-0604,N2,vocab,N2 Junbi Từ vựng,201,取り入れる,といれる,TITLE_IN_RAW_ONLY
N2-vocab-0605,N2,vocab,N2 Junbi Từ vựng,201,立ち上げる,たあげる,TITLE_IN_RAW_ONLY
N2-vocab-0606,N2,vocab,N2 Junbi Từ vựng,201,打ち上げる,うあげる,TITLE_IN_PDF
N2-vocab-0607,N2,vocab,N2 Junbi Từ vựng,201,冷え込む,ひこむ,TITLE_IN_PDF
N2-vocab-0608,N2,vocab,N2 Junbi Từ vựng,202,取り壊す,とこわす,TITLE_IN_PDF
N2-vocab-0609,N2,vocab,N2 Junbi Từ vựng,202,積み重ねる,つかさねる,TITLE_IN_PDF
N2-vocab-0610,N2,vocab,N2 Junbi Từ vựng,202,建て替える,たかえる,TITLE_IN_RAW_ONLY
N2-vocab-0611,N2,vocab,N2 Junbi Từ vựng,203,切り替える,きかえる,TITLE_IN_RAW_ONLY
N2-vocab-0612,N2,vocab,N2 Junbi Từ vựng,203,受け持つ,うけもつ,CHECK_MANUALLY
N2-vocab-0613,N2,vocab,N2 Junbi Từ vựng,203,取り上げる,とりあげる,CHECK_MANUALLY
N2-vocab-0614,N2,vocab,N2 Junbi Từ vựng,204,繰り返す,くりかえす,CHECK_MANUALLY
N2-vocab-0615,N2,vocab,N2 Junbi Từ vựng,204,思いがけない,おもいがけない,TITLE_IN_PDF
N2-vocab-0616,N2,vocab,N2 Junbi Từ vựng,204,手ごろ,て,TITLE_IN_PDF
N2-vocab-0617,N2,vocab,N2 Junbi Từ vựng,204,不公平,ふこうへい,TITLE_IN_PDF
N2-vocab-0618,N2,vocab,N2 Junbi Từ vựng,204,正式,せいしき,TITLE_IN_PDF
N2-vocab-0619,N2,vocab,N2 Junbi Từ vựng,205,質素,しっそ,TITLE_IN_PDF
N2-vocab-0620,N2,vocab,N2 Junbi Từ vựng,205,詳細,しょうさい,TITLE_IN_PDF
N2-vocab-0621,N2,vocab,N2 Junbi Từ vựng,206,大幅,おおはば,TITLE_IN_PDF
N2-vocab-0622,N2,vocab,N2 Junbi Từ vựng,206,透明,とうめい,TITLE_IN_PDF
N2-vocab-0623,N2,vocab,N2 Junbi Từ vựng,206,乱暴,らんぼう,TITLE_IN_PDF
N2-vocab-0624,N2,vocab,N2 Junbi Từ vựng,207,合同,ごうどう,TITLE_IN_PDF
N2-vocab-0625,N2,vocab,N2 Junbi Từ vựng,207,鮮やか,あざやか,TITLE_IN_PDF
N2-vocab-0626,N2,vocab,N2 Junbi Từ vựng,207,賢い,かしこい,TITLE_IN_PDF
N2-vocab-0627,N2,vocab,N2 Junbi Từ vựng,207,相応しい,ふさわしい,TITLE_IN_PDF
N2-vocab-0628,N2,vocab,N2 Junbi Từ vựng,208,乏しい,とぼしい,TITLE_IN_PDF
N2-vocab-0629,N2,vocab,N2 Junbi Từ vựng,208,慌ただしい,あわただしい,TITLE_IN_RAW_ONLY
N2-vocab-0630,N2,vocab,N2 Junbi Từ vựng,208,物足りない,ものたりない,TITLE_IN_PDF
N2-vocab-0631,N2,vocab,N2 Junbi Từ vựng,209,やかましい,,TITLE_IN_PDF
N2-vocab-0632,N2,vocab,N2 Junbi Từ vựng,209,騒がしい,さわがしい,TITLE_IN_PDF
N2-vocab-0633,N2,vocab,N2 Junbi Từ vựng,210,〜を騒がす,,TITLE_IN_PDF
N2-vocab-0634,N2,vocab,N2 Junbi Từ vựng,210,輝かしい,かがやかしい,TITLE_IN_PDF
N2-vocab-0635,N2,vocab,N2 Junbi Từ vựng,210,たくましい,,TITLE_IN_PDF
N2-vocab-0636,N2,vocab,N2 Junbi Từ vựng,210,頼もしい,たのもしい,TITLE_IN_PDF
N2-vocab-0637,N2,vocab,N2 Junbi Từ vựng,210,ずるい,,TITLE_IN_PDF
N2-vocab-0638,N2,vocab,N2 Junbi Từ vựng,211,そそっかしい,,TITLE_IN_PDF
N2-vocab-0639,N2,vocab,N2 Junbi Từ vựng,211,くどい,,TITLE_IN_PDF
N2-vocab-0640,N2,vocab,N2 Junbi Từ vựng,211,痛ましい,いたましい,TITLE_IN_PDF
N2-vocab-0641,N2,vocab,N2 Junbi Từ vựng,211,哀れな,あわれな,TITLE_IN_PDF
N2-vocab-0642,N2,vocab,N2 Junbi Từ vựng,212,重苦しい,おもくるしい,TITLE_IN_PDF
N2-vocab-0643,N2,vocab,N2 Junbi Từ vựng,212,ずうずうしい,,TITLE_IN_PDF
N2-vocab-0644,N2,vocab,N2 Junbi Từ vựng,212,厚かましい,あつかましい,TITLE_IN_PDF
N2-vocab-0645,N2,vocab,N2 Junbi Từ vựng,212,連絡先を教えて頂けますでしょうか,,TITLE_IN_PDF
N2-vocab-0646,N2,vocab,N2 Junbi Từ vựng,213,緩やか,ゆるやか,TITLE_IN_PDF
N2-vocab-0647,N2,vocab,N2 Junbi Từ vựng,213,分厚い,ぶあつい,TITLE_IN_PDF
N2-vocab-0648,N2,vocab,N2 Junbi Từ vựng,213,弱々しい,よわよわしい,TITLE_IN_PDF
N2-vocab-0649,N2,vocab,N2 Junbi Từ vựng,214,情けない,なさけない,TITLE_IN_PDF
N2-vocab-0650,N2,vocab,N2 Junbi Từ vựng,214,等しい,ひとしい,TITLE_IN_PDF
N2-vocab-0651,N2,vocab,N2 Junbi Từ vựng,214,羨ましい,うらやましい,TITLE_IN_PDF
N2-vocab-0652,N2,vocab,N2 Junbi Từ vựng,215,くだらない,,TITLE_IN_PDF
N2-vocab-0653,N2,vocab,N2 Junbi Từ vựng,215,すまない,,TITLE_IN_PDF
N2-vocab-0654,N2,vocab,N2 Junbi Từ vựng,215,騒がしい,さわがしい,TITLE_IN_PDF
N2-vocab-0655,N2,vocab,N2 Junbi Từ vựng,216,みっともない,,TITLE_IN_PDF
N2-vocab-0656,N2,vocab,N2 Junbi Từ vựng,216,貧しい,まずしい,TITLE_IN_PDF
N2-vocab-0657,N2,vocab,N2 Junbi Từ vựng,216,幼い,おさない,TITLE_IN_PDF
N2-vocab-0658,N2,vocab,N2 Junbi Từ vựng,216,またとない,,TITLE_IN_PDF
N2-vocab-0659,N2,vocab,N2 Junbi Từ vựng,217,偉い,えらい,TITLE_IN_PDF
N2-vocab-0660,N2,vocab,N2 Junbi Từ vựng,217,詳しい,くわしい,TITLE_IN_RAW_ONLY
N2-vocab-0661,N2,vocab,N2 Junbi Từ vựng,217,目覚ましい,めざましい,TITLE_IN_RAW_ONLY
N2-vocab-0662,N2,vocab,N2 Junbi Từ vựng,218,曖昧な,あいまいな,TITLE_IN_RAW_ONLY
N2-vocab-0663,N2,vocab,N2 Junbi Từ vựng,218,有効,ゆうこう,TITLE_IN_PDF
N2-vocab-0664,N2,vocab,N2 Junbi Từ vựng,219,大げさ,おおげさ,TITLE_IN_PDF
N2-vocab-0665,N2,vocab,N2 Junbi Từ vựng,219,深刻,しんこく,TITLE_IN_PDF
N2-vocab-0666,N2,vocab,N2 Junbi Từ vựng,220,温厚,おんこう,TITLE_IN_PDF
N2-vocab-0667,N2,vocab,N2 Junbi Từ vựng,220,勝手,かって,TITLE_IN_PDF
N2-vocab-0668,N2,vocab,N2 Junbi Từ vựng,220,慎重,しんちょう,TITLE_IN_PDF
N2-vocab-0669,N2,vocab,N2 Junbi Từ vựng,221,優秀,ゆうしゅう,TITLE_IN_PDF
N2-vocab-0670,N2,vocab,N2 Junbi Từ vựng,221,奇妙,きみょう,TITLE_IN_PDF
N2-vocab-0671,N2,vocab,N2 Junbi Từ vựng,221,適度,てきど,TITLE_IN_PDF
N2-vocab-0672,N2,vocab,N2 Junbi Từ vựng,222,冷静,れいせい,TITLE_IN_PDF
N2-vocab-0673,N2,vocab,N2 Junbi Từ vựng,222,贅沢,ぜいたく,TITLE_IN_PDF
N2-vocab-0674,N2,vocab,N2 Junbi Từ vựng,222,必死,ひっし,TITLE_IN_PDF
N2-vocab-0675,N2,vocab,N2 Junbi Từ vựng,223,頑丈,がんじょう,TITLE_IN_PDF
N2-vocab-0676,N2,vocab,N2 Junbi Từ vựng,223,手軽,てがる,TITLE_IN_PDF
N2-vocab-0677,N2,vocab,N2 Junbi Từ vựng,223,柔軟,じゅうなん,TITLE_IN_PDF
N2-vocab-0678,N2,vocab,N2 Junbi Từ vựng,223,小柄,こがら,TITLE_IN_PDF
N2-vocab-0679,N2,vocab,N2 Junbi Từ vựng,224,無口,むくち,TITLE_IN_PDF
N2-vocab-0680,N2,vocab,N2 Junbi Từ vựng,224,温暖,おんだん,TITLE_IN_PDF
N2-vocab-0681,N2,vocab,N2 Junbi Từ vựng,224,安易,あんい,TITLE_IN_PDF
N2-vocab-0682,N2,vocab,N2 Junbi Từ vựng,225,愉快,ゆかい,TITLE_IN_PDF
N2-vocab-0683,N2,vocab,N2 Junbi Từ vựng,225,過剰,かじょう,TITLE_IN_PDF
N2-vocab-0684,N2,vocab,N2 Junbi Từ vựng,225,有利,ゆうり,TITLE_IN_PDF
N2-vocab-0685,N2,vocab,N2 Junbi Từ vựng,226,利口,りこう,TITLE_IN_PDF
N2-vocab-0686,N2,vocab,N2 Junbi Từ vựng,226,多才,たさい,TITLE_IN_PDF
N2-vocab-0687,N2,vocab,N2 Junbi Từ vựng,226,物騒,ぶっそう,TITLE_IN_PDF
N2-vocab-0688,N2,vocab,N2 Junbi Từ vựng,226,いい加減,かげん,TITLE_IN_PDF
N2-vocab-0689,N2,vocab,N2 Junbi Từ vựng,227,真剣,しんけん,TITLE_IN_PDF
N2-vocab-0690,N2,vocab,N2 Junbi Từ vựng,227,優良,ゆうりょう,TITLE_IN_PDF
N2-vocab-0691,N2,vocab,N2 Junbi Từ vựng,227,余計,よけい,TITLE_IN_PDF
N2-vocab-0692,N2,vocab,N2 Junbi Từ vựng,228,頑固,がんこ,TITLE_IN_PDF
N2-vocab-0693,N2,vocab,N2 Junbi Từ vựng,228,簡略,かんりゃく,TITLE_IN_PDF
N2-vocab-0694,N2,vocab,N2 Junbi Từ vựng,229,好調,こうちょう,TITLE_IN_PDF
N2-vocab-0695,N2,vocab,N2 Junbi Từ vựng,229,わずか,,TITLE_IN_PDF
N2-vocab-0696,N2,vocab,N2 Junbi Từ vựng,229,円満,えんまん,TITLE_IN_PDF
N2-vocab-0697,N2,vocab,N2 Junbi Từ vựng,230,率直,そっちょく,TITLE_IN_PDF
N2-vocab-0698,N2,vocab,N2 Junbi Từ vựng,230,不規則,ふきそく,TITLE_IN_PDF
N2-vocab-0699,N2,vocab,N2 Junbi Từ vựng,230,鮮明,せんめい,TITLE_IN_PDF
N2-vocab-0700,N2,vocab,N2 Junbi Từ vựng,230,滑らか,なめらか,TITLE_IN_PDF
N2-vocab-0701,N2,vocab,N2 Junbi Từ vựng,230,ありがち,,TITLE_IN_PDF
N2-vocab-0702,N2,vocab,N2 Junbi Từ vựng,231,あやふや,,TITLE_IN_PDF
N2-vocab-0703,N2,vocab,N2 Junbi Từ vựng,231,大まか,おおまか,TITLE_IN_PDF
N2-vocab-0704,N2,vocab,N2 Junbi Từ vựng,231,急速,きゅうそく,TITLE_IN_PDF
N2-vocab-0705,N2,vocab,N2 Junbi Từ vựng,232,器用,きよう,TITLE_IN_PDF
N2-vocab-0706,N2,vocab,N2 Junbi Từ vựng,232,的確,てきかく,TITLE_IN_PDF
N2-vocab-0707,N2,vocab,N2 Junbi Từ vựng,232,強引,ごういん,TITLE_IN_PDF
N2-vocab-0708,N2,vocab,N2 Junbi Từ vựng,232,豪華,ごうか,TITLE_IN_PDF
N2-vocab-0709,N2,vocab,N2 Junbi Từ vựng,233,穏やか,おだやか,TITLE_IN_PDF
N2-vocab-0710,N2,vocab,N2 Junbi Từ vựng,233,偉大,いだい,TITLE_IN_PDF
N2-vocab-0711,N2,vocab,N2 Junbi Từ vựng,233,内気,うちき,TITLE_IN_PDF
N2-vocab-0712,N2,vocab,N2 Junbi Từ vựng,234,明らか,あきらか,TITLE_IN_PDF
N2-vocab-0713,N2,vocab,N2 Junbi Từ vựng,234,厄介,やっかい,TITLE_IN_PDF
N2-vocab-0714,N2,vocab,N2 Junbi Từ vựng,234,そっくり,,TITLE_IN_PDF
N2-vocab-0715,N2,vocab,N2 Junbi Từ vựng,235,稀,まれ,TITLE_IN_PDF
N2-vocab-0716,N2,vocab,N2 Junbi Từ vựng,235,密接,みっせつ,TITLE_IN_PDF
N2-vocab-0717,N2,vocab,N2 Junbi Từ vựng,235,極端,きょくたん,TITLE_IN_PDF
N2-vocab-0718,N2,vocab,N2 Junbi Từ vựng,235,抽象的,ちゅうしょうてき,TITLE_IN_PDF
N2-vocab-0719,N2,vocab,N2 Junbi Từ vựng,236,主な,おもな,TITLE_IN_PDF
N2-vocab-0720,N2,vocab,N2 Junbi Từ vựng,236,快適,かいてき,TITLE_IN_PDF
N2-vocab-0721,N2,vocab,N2 Junbi Từ vựng,236,確か,たしか,TITLE_IN_PDF
N2-vocab-0722,N2,vocab,N2 Junbi Từ vựng,237,有難い,ありがたい,TITLE_IN_RAW_ONLY
N2-vocab-0723,N2,vocab,N2 Junbi Từ vựng,237,めでたい,,TITLE_IN_PDF
N2-vocab-0724,N2,vocab,N2 Junbi Từ vựng,238,ばかばかしい,,TITLE_IN_PDF
N2-vocab-0725,N2,vocab,N2 Junbi Từ vựng,238,面倒くさい,めんどうくさい,TITLE_IN_PDF
N2-vocab-0726,N2,vocab,N2 Junbi Từ vựng,238,弱気な,よわきな,TITLE_IN_RAW_ONLY
N2-vocab-0727,N2,vocab,N2 Junbi Từ vựng,239,強気,つよき,TITLE_IN_PDF
N2-vocab-0728,N2,vocab,N2 Junbi Từ vựng,239,粗末,そまつ,TITLE_IN_PDF
N2-vocab-0729,N2,vocab,N2 Junbi Từ vựng,239,貴重な,きちょうな,TITLE_IN_PDF
N2-vocab-0730,N2,vocab,N2 Junbi Từ vựng,240,惨め,みじめ,TITLE_IN_PDF
N2-vocab-0731,N2,vocab,N2 Junbi Từ vựng,240,さすが,,TITLE_IN_PDF
N2-vocab-0732,N2,vocab,N2 Junbi Từ vựng,241,気楽な,きらくな,TITLE_IN_RAW_ONLY
N2-vocab-0733,N2,vocab,N2 Junbi Từ vựng,241,欲張り,よくばり,TITLE_IN_PDF
N2-vocab-0734,N2,vocab,N2 Junbi Từ vựng,241,謙虚,けんきょ,TITLE_IN_PDF
N2-vocab-0735,N2,vocab,N2 Junbi Từ vựng,242,言わば,いわば,TITLE_IN_PDF
N2-vocab-0736,N2,vocab,N2 Junbi Từ vựng,242,絶えず,たえず,TITLE_IN_RAW_ONLY
N2-vocab-0737,N2,vocab,N2 Junbi Từ vựng,242,いよいよ,,TITLE_IN_PDF
N2-vocab-0738,N2,vocab,N2 Junbi Từ vựng,242,とうとう,,TITLE_IN_PDF
N2-vocab-0739,N2,vocab,N2 Junbi Từ vựng,243,徐々に,じょじょに,TITLE_IN_PDF
N2-vocab-0740,N2,vocab,N2 Junbi Từ vựng,243,たびたび,,TITLE_IN_PDF
N2-vocab-0741,N2,vocab,N2 Junbi Từ vựng,243,ぶかぶか,,TITLE_IN_PDF
N2-vocab-0742,N2,vocab,N2 Junbi Từ vựng,244,ぼんやり,,TITLE_IN_PDF
N2-vocab-0743,N2,vocab,N2 Junbi Từ vựng,244,ほぼ,,TITLE_IN_PDF
N2-vocab-0744,N2,vocab,N2 Junbi Từ vựng,245,せめて,,TITLE_IN_PDF
N2-vocab-0745,N2,vocab,N2 Junbi Từ vựng,245,割と,わりと,TITLE_IN_PDF
N2-vocab-0746,N2,vocab,N2 Junbi Từ vựng,245,くたくた,,TITLE_IN_PDF
N2-vocab-0747,N2,vocab,N2 Junbi Từ vựng,245,わずかに,,TITLE_IN_PDF
N2-vocab-0748,N2,vocab,N2 Junbi Từ vựng,246,いきなり,,TITLE_IN_PDF
N2-vocab-0749,N2,vocab,N2 Junbi Từ vựng,246,とっくに,,TITLE_IN_PDF
N2-vocab-0750,N2,vocab,N2 Junbi Từ vựng,246,ごろごろ,,TITLE_IN_PDF
N2-vocab-0751,N2,vocab,N2 Junbi Từ vựng,246,直ちに,ただちに,TITLE_IN_RAW_ONLY
N2-vocab-0752,N2,vocab,N2 Junbi Từ vựng,247,着々と,ちゃくちゃくと,TITLE_IN_PDF
N2-vocab-0753,N2,vocab,N2 Junbi Từ vựng,247,そうとう,,TITLE_IN_PDF
N2-vocab-0754,N2,vocab,N2 Junbi Từ vựng,247,かさかさ,,TITLE_IN_PDF
N2-vocab-0755,N2,vocab,N2 Junbi Từ vựng,248,さっさと,,TITLE_IN_PDF
N2-vocab-0756,N2,vocab,N2 Junbi Từ vựng,248,自ら,みずから,TITLE_IN_PDF
N2-vocab-0757,N2,vocab,N2 Junbi Từ vựng,248,生き生き,いいき,TITLE_IN_RAW_ONLY
N2-vocab-0758,N2,vocab,N2 Junbi Từ vựng,248,あいにく,,TITLE_IN_PDF
N2-vocab-0759,N2,vocab,N2 Junbi Từ vựng,249,案の定,あんじょう,TITLE_IN_PDF
N2-vocab-0760,N2,vocab,N2 Junbi Từ vựng,249,依然として,いぜんとして,TITLE_IN_PDF
N2-vocab-0761,N2,vocab,N2 Junbi Từ vựng,249,予め,あらかじめ,TITLE_IN_RAW_ONLY
N2-vocab-0762,N2,vocab,N2 Junbi Từ vựng,250,間際,まぎわ,TITLE_IN_PDF
N2-vocab-0763,N2,vocab,N2 Junbi Từ vựng,250,たちまち,,TITLE_IN_PDF
N2-vocab-0764,N2,vocab,N2 Junbi Từ vựng,251,こつこつ,,TITLE_IN_PDF
N2-vocab-0765,N2,vocab,N2 Junbi Từ vựng,251,一気に,いっきに,TITLE_IN_PDF
N2-vocab-0766,N2,vocab,N2 Junbi Từ vựng,251,うとうと,,TITLE_IN_PDF
N2-vocab-0767,N2,vocab,N2 Junbi Từ vựng,251,たまに,,TITLE_IN_PDF
N2-vocab-0768,N2,vocab,N2 Junbi Từ vựng,252,たまたま,,TITLE_IN_PDF
N2-vocab-0769,N2,vocab,N2 Junbi Từ vựng,252,びっしょり,,TITLE_IN_PDF
N2-vocab-0770,N2,vocab,N2 Junbi Từ vựng,252,おそらく,,TITLE_IN_PDF
N2-vocab-0771,N2,vocab,N2 Junbi Từ vựng,252,やや,,TITLE_IN_PDF
N2-vocab-0772,N2,vocab,N2 Junbi Từ vựng,253,かつて,,TITLE_IN_PDF
N2-vocab-0773,N2,vocab,N2 Junbi Từ vựng,253,一旦,いったん,TITLE_IN_PDF
N2-vocab-0774,N2,vocab,N2 Junbi Từ vựng,253,じかに,,TITLE_IN_PDF
N2-vocab-0775,N2,vocab,N2 Junbi Từ vựng,254,ぐったり,,TITLE_IN_PDF
N2-vocab-0776,N2,vocab,N2 Junbi Từ vựng,254,常に,つねに,TITLE_IN_PDF
N2-vocab-0777,N2,vocab,N2 Junbi Từ vựng,254,ひそひそ,,TITLE_IN_PDF
N2-vocab-0778,N2,vocab,N2 Junbi Từ vựng,254,一斉に,いっせいに,TITLE_IN_PDF
N2-vocab-0779,N2,vocab,N2 Junbi Từ vựng,255,当分,とうぶん,TITLE_IN_PDF
N2-vocab-0780,N2,vocab,N2 Junbi Từ vựng,255,一転,いってん,TITLE_IN_PDF
N2-vocab-0781,N2,vocab,N2 Junbi Từ vựng,255,きっぱり,,TITLE_IN_PDF
N2-vocab-0782,N2,vocab,N2 Junbi Từ vựng,256,精一杯,せいいっぱい,TITLE_IN_PDF
N2-vocab-0783,N2,vocab,N2 Junbi Từ vựng,256,即座に,そくざに,TITLE_IN_PDF
N2-vocab-0784,N2,vocab,N2 Junbi Từ vựng,256,ごちゃごちゃ,,TITLE_IN_PDF
N2-vocab-0785,N2,vocab,N2 Junbi Từ vựng,257,一層,いっそう,TITLE_IN_PDF
N2-vocab-0786,N2,vocab,N2 Junbi Từ vựng,257,ぎっしり,,TITLE_IN_PDF
N2-vocab-0787,N2,vocab,N2 Junbi Từ vựng,257,ぐるぐる,,TITLE_IN_PDF
N2-vocab-0788,N2,vocab,N2 Junbi Từ vựng,257,順々に,じゅんじゅんに,TITLE_IN_PDF
N2-vocab-0789,N2,vocab,N2 Junbi Từ vựng,257,軽々と,かるがると,TITLE_IN_PDF
N2-vocab-0790,N2,vocab,N2 Junbi Từ vựng,258,細々と,ほそぼそと,TITLE_IN_PDF
N2-vocab-0791,N2,vocab,N2 Junbi Từ vựng,258,まもなく,,TITLE_IN_PDF
N2-vocab-0792,N2,vocab,N2 Junbi Từ vựng,259,ぐんぐん,,TITLE_IN_PDF
N2-vocab-0793,N2,vocab,N2 Junbi Từ vựng,259,ふんわり,,TITLE_IN_PDF
N2-vocab-0794,N2,vocab,N2 Junbi Từ vựng,259,うっすら,,TITLE_IN_PDF
N2-vocab-0795,N2,vocab,N2 Junbi Từ vựng,260,しっとり,,TITLE_IN_PDF
N2-vocab-0796,N2,vocab,N2 Junbi Từ vựng,260,どうりで,,TITLE_IN_PDF
N2-vocab-0797,N2,vocab,N2 Junbi Từ vựng,260,ゆらゆら,,TITLE_IN_PDF
N2-vocab-0798,N2,vocab,N2 Junbi Từ vựng,260,さらさら,,TITLE_IN_PDF
N2-vocab-0799,N2,vocab,N2 Junbi Từ vựng,261,すらすら,,TITLE_IN_PDF
N2-vocab-0800,N2,vocab,N2 Junbi Từ vựng,261,続々と,ぞくぞくと,TITLE_IN_PDF
N2-vocab-0801,N2,vocab,N2 Junbi Từ vựng,261,少なくとも,すくなくとも,TITLE_IN_PDF
N2-vocab-0802,N2,vocab,N2 Junbi Từ vựng,262,先々,さきざき,TITLE_IN_PDF
N2-vocab-0803,N2,vocab,N2 Junbi Từ vựng,262,知らず,しらず,TITLE_IN_PDF
N2-vocab-0804,N2,vocab,N2 Junbi Từ vựng,263,一時的に,いちじてきに,TITLE_IN_PDF
N2-vocab-0805,N2,vocab,N2 Junbi Từ vựng,263,ばっさり,,TITLE_IN_PDF
N2-vocab-0806,N2,vocab,N2 Junbi Từ vựng,263,ぎざぎざ,,TITLE_IN_PDF
N2-vocab-0807,N2,vocab,N2 Junbi Từ vựng,263,いちいち,,TITLE_IN_PDF
N2-vocab-0808,N2,vocab,N2 Junbi Từ vựng,264,きょろきょろ,,TITLE_IN_PDF
N2-vocab-0809,N2,vocab,N2 Junbi Từ vựng,264,今頃,いまごろ,TITLE_IN_PDF
N2-vocab-0810,N2,vocab,N2 Junbi Từ vựng,264,どうせ,,TITLE_IN_PDF
N2-vocab-0811,N2,vocab,N2 Junbi Từ vựng,264,それぞれ,,TITLE_IN_PDF
N2-vocab-0812,N2,vocab,N2 Junbi Từ vựng,265,がっしり,,TITLE_IN_PDF
N2-vocab-0813,N2,vocab,N2 Junbi Từ vựng,265,うっかり,,TITLE_IN_PDF
N2-vocab-0814,N2,vocab,N2 Junbi Từ vựng,265,ほんの,,TITLE_IN_PDF
N2-vocab-0815,N2,vocab,N2 Junbi Từ vựng,265,あらゆる,,TITLE_IN_PDF
N2-vocab-0816,N2,vocab,N2 Junbi Từ vựng,266,いずれ,,TITLE_IN_PDF
N2-vocab-0817,N2,vocab,N2 Junbi Từ vựng,266,見事に,みごとに,TITLE_IN_PDF
N2-vocab-0818,N2,vocab,N2 Junbi Từ vựng,266,改めて,あらためて,TITLE_IN_PDF
N2-vocab-0819,N2,vocab,N2 Junbi Từ vựng,266,何となく,なんとなく,TITLE_IN_RAW_ONLY
N2-vocab-0820,N2,vocab,N2 Junbi Từ vựng,267,次第に,しだいに,TITLE_IN_PDF
N2-vocab-0821,N2,vocab,N2 Junbi Từ vựng,267,ようやく,,TITLE_IN_PDF
N2-vocab-0822,N2,vocab,N2 Junbi Từ vựng,268,いわゆる,,TITLE_IN_PDF
N2-vocab-0823,N2,vocab,N2 Junbi Từ vựng,268,幾分,いくぶん,TITLE_IN_PDF
N2-vocab-0824,N2,vocab,N2 Junbi Từ vựng,268,一段と,いちだんと,TITLE_IN_PDF
N2-vocab-0825,N2,vocab,N2 Junbi Từ vựng,269,大いに,おおいに,TITLE_IN_PDF
N2-vocab-0826,N2,vocab,N2 Junbi Từ vựng,269,せいぜい,,TITLE_IN_PDF
N2-vocab-0827,N2,vocab,N2 Junbi Từ vựng,269,とりあえず,,TITLE_IN_PDF
N2-vocab-0828,N2,vocab,N2 Junbi Từ vựng,269,既に,すでに,TITLE_IN_PDF
N2-vocab-0829,N2,vocab,N2 Junbi Từ vựng,270,にわかに,,TITLE_IN_PDF
N2-vocab-0830,N2,vocab,N2 Junbi Từ vựng,270,再三,,TITLE_IN_PDF
N2-vocab-0831,N2,vocab,N2 Junbi Từ vựng,270,しょっちゅう,,TITLE_IN_PDF
N2-vocab-0832,N2,vocab,N2 Junbi Từ vựng,271,単に,たんに,TITLE_IN_PDF
N2-vocab-0833,N2,vocab,N2 Junbi Từ vựng,271,あれこれ,,TITLE_IN_PDF
N2-vocab-0834,N2,vocab,N2 Junbi Từ vựng,272,およそ,,TITLE_IN_PDF
N2-vocab-0835,N2,vocab,N2 Junbi Từ vựng,272,さらに,,TITLE_IN_PDF
N2-vocab-0836,N2,vocab,N2 Junbi Từ vựng,272,最も,もっとも,TITLE_IN_PDF
