id,level,kind,lesson,number,title,reading,meaning_vi,page,status,reason,example_field_nonempty,raw_has_reibun,raw_bullets,raw_preview
N2-vocab-0227,N2,vocab,第22 課:211〜220,217,異文化,いぶんか,Văn hóa khác biệt,70,MISSING_EXAMPLE,missing,NO,NO,0,意味 自分の文化とは異なる文化 いぶんか 異文化 ポイント _交流、_体験
