id,source,page,title,status,old_len,new_len
N2-vocab-0371,N2 Junbi Từ vựng,117,対立,replaced,110,110
N2-vocab-0372,N2 Junbi Từ vựng,117,面積,replaced,52,66
N2-vocab-0373,N2 Junbi Từ vựng,118,熱中,replaced,184,184
N2-vocab-0374,N2 Junbi Từ vựng,118,日光,replaced,75,63
N2-vocab-0375,N2 Junbi Từ vựng,118,周辺,replaced,215,206
N2-vocab-0376,N2 Junbi Từ vựng,119,元,replaced,199,201
N2-vocab-0377,N2 Junbi Từ vựng,119,見た目,replaced,119,119
N2-vocab-0378,N2 Junbi Từ vựng,119,夜中,replaced,114,114
N2-vocab-0379,N2 Junbi Từ vựng,120,実施,replaced,138,134
N2-vocab-0380,N2 Junbi Từ vựng,120,価値,replaced,91,95
N2-vocab-0381,N2 Junbi Từ vựng,121,義務,replaced,95,96
N2-vocab-0382,N2 Junbi Từ vựng,121,背景,replaced,193,208
N2-vocab-0383,N2 Junbi Từ vựng,122,起動,replaced,94,94
N2-vocab-0384,N2 Junbi Từ vựng,122,操作,replaced,108,108
N2-vocab-0385,N2 Junbi Từ vựng,122,著者,replaced,97,97
N2-vocab-0386,N2 Junbi Từ vựng,122,診察,replaced,109,109
N2-vocab-0387,N2 Junbi Từ vựng,123,批評,replaced,121,121
N2-vocab-0388,N2 Junbi Từ vựng,123,出世,replaced,84,84
N2-vocab-0389,N2 Junbi Từ vựng,123,宿泊,replaced,160,160
N2-vocab-0390,N2 Junbi Từ vựng,124,便・便,replaced,182,182
N2-vocab-0391,N2 Junbi Từ vựng,125,収集,replaced,136,126
N2-vocab-0392,N2 Junbi Từ vựng,125,参考,replaced,166,182
N2-vocab-0393,N2 Junbi Từ vựng,126,汚染,replaced,89,89
N2-vocab-0394,N2 Junbi Từ vựng,126,土地,replaced,116,116
N2-vocab-0395,N2 Junbi Từ vựng,126,公共,replaced,90,90
N2-vocab-0396,N2 Junbi Từ vựng,126,本来,replaced,96,96
N2-vocab-0397,N2 Junbi Từ vựng,127,理想,replaced,76,76
N2-vocab-0398,N2 Junbi Từ vựng,127,大気,replaced,122,122
N2-vocab-0399,N2 Junbi Từ vựng,127,名作,replaced,88,88
N2-vocab-0400,N2 Junbi Từ vựng,127,劇場,replaced,77,77
N2-vocab-0401,N2 Junbi Từ vựng,128,休講,replaced,90,80
N2-vocab-0402,N2 Junbi Từ vựng,128,全身,replaced,68,68
N2-vocab-0403,N2 Junbi Từ vựng,128,能率,replaced,94,108
N2-vocab-0404,N2 Junbi Từ vựng,129,(銀行)口座,replaced,107,97
N2-vocab-0405,N2 Junbi Từ vựng,129,製造,replaced,120,120
N2-vocab-0406,N2 Junbi Từ vựng,129,国会,replaced,89,89
N2-vocab-0407,N2 Junbi Từ vựng,129,図形,replaced,58,58
N2-vocab-0408,N2 Junbi Từ vựng,130,好き嫌い,replaced,95,95
N2-vocab-0409,N2 Junbi Từ vựng,130,思い込み,replaced,149,149
N2-vocab-0410,N2 Junbi Từ vựng,130,通知,replaced,72,72
N2-vocab-0411,N2 Junbi Từ vựng,131,反抗,replaced,138,128
N2-vocab-0412,N2 Junbi Từ vựng,131,無駄,replaced,176,176
N2-vocab-0413,N2 Junbi Từ vựng,131,休暇,replaced,87,101
N2-vocab-0414,N2 Junbi Từ vựng,132,眺める,replaced,75,75
N2-vocab-0415,N2 Junbi Từ vựng,132,感心する,replaced,94,79
N2-vocab-0416,N2 Junbi Từ vựng,132,発揮,replaced,74,74
N2-vocab-0417,N2 Junbi Từ vựng,132,尽きる,replaced,97,83
N2-vocab-0418,N2 Junbi Từ vựng,132,相次ぐ,replaced,77,67
N2-vocab-0419,N2 Junbi Từ vựng,133,外す,replaced,164,166
N2-vocab-0420,N2 Junbi Từ vựng,133,保つ,replaced,141,141
N2-vocab-0421,N2 Junbi Từ vựng,134,詰まる,replaced,113,104
N2-vocab-0422,N2 Junbi Từ vựng,134,縮む,replaced,146,127
N2-vocab-0423,N2 Junbi Từ vựng,134,叶う,replaced,90,104
N2-vocab-0424,N2 Junbi Từ vựng,135,追う,replaced,158,158
N2-vocab-0425,N2 Junbi Từ vựng,135,俯く,replaced,95,68
N2-vocab-0426,N2 Junbi Từ vựng,135,湿る,replaced,115,115
N2-vocab-0427,N2 Junbi Từ vựng,135,誤る,replaced,132,114
N2-vocab-0428,N2 Junbi Từ vựng,136,塞ぐ,replaced,124,126
N2-vocab-0429,N2 Junbi Từ vựng,136,終える,replaced,118,118
N2-vocab-0430,N2 Junbi Từ vựng,136,偏る,replaced,220,223
N2-vocab-0431,N2 Junbi Từ vựng,137,つまずく,replaced,114,187
N2-vocab-0432,N2 Junbi Từ vựng,137,目指す,not_found,82,
N2-vocab-0433,N2 Junbi Từ vựng,137,蓄える,replaced,156,137
N2-vocab-0434,N2 Junbi Từ vựng,138,異なる,replaced,118,118
N2-vocab-0435,N2 Junbi Từ vựng,138,面,replaced,177,165
N2-vocab-0436,N2 Junbi Từ vựng,138,甘やかす,replaced,111,102
N2-vocab-0437,N2 Junbi Từ vựng,139,にごる,replaced,110,112
N2-vocab-0438,N2 Junbi Từ vựng,139,つぶす,replaced,202,202
N2-vocab-0439,N2 Junbi Từ vựng,139,ささやく,replaced,128,128
N2-vocab-0440,N2 Junbi Từ vựng,140,生じる,replaced,144,144
N2-vocab-0441,N2 Junbi Từ vựng,141,さびる,replaced,65,65
N2-vocab-0442,N2 Junbi Từ vựng,141,悔やむ,replaced,85,85
N2-vocab-0443,N2 Junbi Từ vựng,141,譲る,replaced,99,113
N2-vocab-0444,N2 Junbi Từ vựng,142,略す,replaced,109,109
N2-vocab-0445,N2 Junbi Từ vựng,142,覆う,replaced,105,89
N2-vocab-0446,N2 Junbi Từ vựng,142,接する,replaced,196,196
N2-vocab-0447,N2 Junbi Từ vựng,143,衰える,replaced,66,66
N2-vocab-0448,N2 Junbi Từ vựng,143,うなずく,replaced,84,84
N2-vocab-0449,N2 Junbi Từ vựng,143,染みる,replaced,244,246
N2-vocab-0450,N2 Junbi Từ vựng,143,めくる,replaced,167,144
N2-vocab-0451,N2 Junbi Từ vựng,144,いじる,replaced,242,263
N2-vocab-0452,N2 Junbi Từ vựng,145,構う,replaced,193,193
N2-vocab-0453,N2 Junbi Từ vựng,145,納める,replaced,109,111
N2-vocab-0454,N2 Junbi Từ vựng,145,潜る,replaced,78,78
N2-vocab-0455,N2 Junbi Từ vựng,145,埋まる,replaced,128,128
N2-vocab-0456,N2 Junbi Từ vựng,146,至る,replaced,148,149
N2-vocab-0457,N2 Junbi Từ vựng,146,挟む,replaced,108,110
N2-vocab-0458,N2 Junbi Từ vựng,146,省く,replaced,120,120
N2-vocab-0459,N2 Junbi Từ vựng,147,傾く,replaced,220,220
N2-vocab-0460,N2 Junbi Từ vựng,147,添える,replaced,71,71
N2-vocab-0461,N2 Junbi Từ vựng,148,散らかる,replaced,141,131
N2-vocab-0462,N2 Junbi Từ vựng,148,抱える,replaced,134,148
N2-vocab-0463,N2 Junbi Từ vựng,149,揃う,replaced,214,214
N2-vocab-0464,N2 Junbi Từ vựng,149,欠かす,replaced,148,148
N2-vocab-0465,N2 Junbi Từ vựng,150,隠れる,replaced,145,145
N2-vocab-0466,N2 Junbi Từ vựng,150,とらえる,replaced,237,227
N2-vocab-0467,N2 Junbi Từ vựng,151,招く,replaced,85,85
N2-vocab-0468,N2 Junbi Từ vựng,151,似る,replaced,68,68
N2-vocab-0469,N2 Junbi Từ vựng,151,崩れる,replaced,230,230
N2-vocab-0470,N2 Junbi Từ vựng,151,睨む,replaced,61,61
N2-vocab-0471,N2 Junbi Từ vựng,152,屈む,replaced,116,106
N2-vocab-0472,N2 Junbi Từ vựng,152,訪ねる,replaced,76,76
N2-vocab-0473,N2 Junbi Từ vựng,152,狙う,replaced,106,120
N2-vocab-0474,N2 Junbi Từ vựng,153,生かす,replaced,165,167
N2-vocab-0475,N2 Junbi Từ vựng,153,しびれる,replaced,159,159
N2-vocab-0476,N2 Junbi Từ vựng,153,まく,replaced,116,119
N2-vocab-0477,N2 Junbi Từ vựng,154,収める,replaced,210,211
N2-vocab-0478,N2 Junbi Từ vựng,154,扱う,replaced,210,211
N2-vocab-0479,N2 Junbi Từ vựng,155,就く,replaced,131,133
N2-vocab-0480,N2 Junbi Từ vựng,155,恵まれる,replaced,78,78
N2-vocab-0481,N2 Junbi Từ vựng,156,導く,replaced,103,93
N2-vocab-0482,N2 Junbi Từ vựng,156,努める,replaced,89,89
N2-vocab-0483,N2 Junbi Từ vựng,156,傷む,replaced,131,145
N2-vocab-0484,N2 Junbi Từ vựng,157,演じる,replaced,123,112
N2-vocab-0485,N2 Junbi Từ vựng,157,述べる,replaced,75,75
N2-vocab-0486,N2 Junbi Từ vựng,157,けなす,replaced,77,77
N2-vocab-0487,N2 Junbi Từ vựng,157,築く,replaced,120,112
N2-vocab-0488,N2 Junbi Từ vựng,158,限る,replaced,235,238
N2-vocab-0489,N2 Junbi Từ vựng,158,依頼する,replaced,75,75
N2-vocab-0490,N2 Junbi Từ vựng,158,報じる,replaced,137,137
N2-vocab-0491,N2 Junbi Từ vựng,159,詫びる,replaced,159,236
N2-vocab-0492,N2 Junbi Từ vựng,159,威張る,replaced,93,31
N2-vocab-0493,N2 Junbi Từ vựng,160,破る,replaced,220,225
N2-vocab-0494,N2 Junbi Từ vựng,160,一致する,replaced,131,131
N2-vocab-0495,N2 Junbi Từ vựng,160,主張する,replaced,136,127
N2-vocab-0496,N2 Junbi Từ vựng,161,参る,replaced,189,189
N2-vocab-0497,N2 Junbi Từ vựng,161,くるむ,replaced,81,81
N2-vocab-0498,N2 Junbi Từ vựng,161,担ぐ,replaced,96,96
N2-vocab-0499,N2 Junbi Từ vựng,162,移転する,replaced,104,104
N2-vocab-0500,N2 Junbi Từ vựng,162,及ぶ,replaced,187,187
N2-vocab-0501,N2 Junbi Từ vựng,163,済ます,replaced,256,246
N2-vocab-0502,N2 Junbi Từ vựng,163,怠ける,replaced,121,110
N2-vocab-0503,N2 Junbi Từ vựng,164,調整する,replaced,149,149
N2-vocab-0504,N2 Junbi Từ vựng,164,貢献する,replaced,91,91
N2-vocab-0505,N2 Junbi Từ vựng,164,備える,replaced,67,67
N2-vocab-0506,N2 Junbi Từ vựng,164,諦める,replaced,198,198
N2-vocab-0507,N2 Junbi Từ vựng,165,あきれる,replaced,92,92
N2-vocab-0508,N2 Junbi Từ vựng,165,与える,replaced,130,130
N2-vocab-0509,N2 Junbi Từ vựng,165,温める,replaced,133,133
N2-vocab-0510,N2 Junbi Từ vựng,165,寛ぐ,replaced,74,74
N2-vocab-0511,N2 Junbi Từ vựng,166,儲ける,replaced,118,108
N2-vocab-0512,N2 Junbi Từ vựng,166,控える,replaced,228,242
N2-vocab-0513,N2 Junbi Từ vựng,167,実る,replaced,135,136
N2-vocab-0514,N2 Junbi Từ vựng,167,改める,replaced,147,126
N2-vocab-0515,N2 Junbi Từ vựng,167,補う,replaced,141,141
N2-vocab-0516,N2 Junbi Từ vựng,168,触れる,replaced,180,180
N2-vocab-0517,N2 Junbi Từ vựng,168,敗れる,replaced,107,93
N2-vocab-0518,N2 Junbi Từ vựng,168,雇う,replaced,91,49
N2-vocab-0519,N2 Junbi Từ vựng,169,恐れる,replaced,160,160
N2-vocab-0520,N2 Junbi Từ vựng,169,適する,replaced,75,75
N2-vocab-0521,N2 Junbi Từ vựng,170,乱れる,replaced,188,178
N2-vocab-0522,N2 Junbi Từ vựng,170,防ぐ,replaced,116,113
N2-vocab-0523,N2 Junbi Từ vựng,171,割る,replaced,138,138
N2-vocab-0524,N2 Junbi Từ vựng,171,悩む,replaced,84,84
N2-vocab-0525,N2 Junbi Từ vựng,171,積む,replaced,170,170
N2-vocab-0526,N2 Junbi Từ vựng,172,尋ねる,replaced,150,150
N2-vocab-0527,N2 Junbi Từ vựng,172,焦げる,replaced,124,103
N2-vocab-0528,N2 Junbi Từ vựng,172,測る,replaced,209,189
N2-vocab-0529,N2 Junbi Từ vựng,173,広まる,replaced,150,138
N2-vocab-0530,N2 Junbi Từ vựng,173,認める,replaced,166,166
N2-vocab-0531,N2 Junbi Từ vựng,174,潰れる,replaced,320,324
N2-vocab-0532,N2 Junbi Từ vựng,175,見つめる,replaced,161,161
N2-vocab-0533,N2 Junbi Từ vựng,175,荒れる,replaced,128,128
N2-vocab-0534,N2 Junbi Từ vựng,175,暴れる,replaced,107,107
N2-vocab-0535,N2 Junbi Từ vựng,176,責める,replaced,137,137
N2-vocab-0536,N2 Junbi Từ vựng,176,避ける,replaced,217,198
N2-vocab-0537,N2 Junbi Từ vựng,176,すれ違う,replaced,196,196
N2-vocab-0538,N2 Junbi Từ vựng,177,ためらう,replaced,98,98
N2-vocab-0539,N2 Junbi Từ vựng,177,かじる,replaced,134,124
N2-vocab-0540,N2 Junbi Từ vựng,177,攻める,replaced,98,98
N2-vocab-0541,N2 Junbi Từ vựng,178,はがす,replaced,78,74
N2-vocab-0542,N2 Junbi Từ vựng,178,つかむ,replaced,159,173
N2-vocab-0543,N2 Junbi Từ vựng,179,かわいがる,replaced,159,159
N2-vocab-0544,N2 Junbi Từ vựng,179,祈る,replaced,81,55
N2-vocab-0545,N2 Junbi Từ vựng,179,ひっくり返す,replaced,192,165
N2-vocab-0546,N2 Junbi Từ vựng,179,しゃがむ,replaced,76,63
N2-vocab-0547,N2 Junbi Từ vựng,180,裏切る,replaced,183,183
N2-vocab-0548,N2 Junbi Từ vựng,180,ふざける,replaced,106,91
N2-vocab-0549,N2 Junbi Từ vựng,180,なぐさめる,replaced,115,108
N2-vocab-0550,N2 Junbi Từ vựng,180,恨む,replaced,75,75
N2-vocab-0551,N2 Junbi Từ vựng,182,除く,replaced,121,111
N2-vocab-0552,N2 Junbi Từ vựng,182,用いる,replaced,124,138
N2-vocab-0553,N2 Junbi Từ vựng,183,耐える,replaced,211,211
N2-vocab-0554,N2 Junbi Từ vựng,183,訴える,replaced,225,225
N2-vocab-0555,N2 Junbi Từ vựng,184,巡る,replaced,169,169
N2-vocab-0556,N2 Junbi Từ vựng,184,負う,replaced,137,115
N2-vocab-0557,N2 Junbi Từ vựng,184,脅かす,replaced,139,127
N2-vocab-0558,N2 Junbi Từ vựng,185,近寄る,replaced,155,155
N2-vocab-0559,N2 Junbi Từ vựng,185,占める,replaced,141,122
N2-vocab-0560,N2 Junbi Từ vựng,185,薄める,replaced,94,95
N2-vocab-0561,N2 Junbi Từ vựng,186,傷つく,replaced,104,94
N2-vocab-0562,N2 Junbi Từ vựng,186,求める,replaced,121,135
N2-vocab-0563,N2 Junbi Từ vựng,187,ずれる,replaced,205,205
N2-vocab-0564,N2 Junbi Từ vựng,187,支える,replaced,103,84
N2-vocab-0565,N2 Junbi Từ vựng,187,頼る,replaced,58,58
N2-vocab-0566,N2 Junbi Từ vựng,188,逆らう,replaced,130,130
N2-vocab-0567,N2 Junbi Từ vựng,188,捻る,replaced,222,222
N2-vocab-0568,N2 Junbi Từ vựng,188,静まる,replaced,72,72
N2-vocab-0569,N2 Junbi Từ vựng,189,転がる,replaced,267,267
N2-vocab-0570,N2 Junbi Từ vựng,189,憧れる,replaced,153,153
N2-vocab-0571,N2 Junbi Từ vựng,190,味わう,replaced,205,209
N2-vocab-0572,N2 Junbi Từ vựng,191,設ける,replaced,335,335
N2-vocab-0573,N2 Junbi Từ vựng,191,震える,replaced,175,159
N2-vocab-0574,N2 Junbi Từ vựng,192,誓う,replaced,139,140
N2-vocab-0575,N2 Junbi Từ vựng,192,むかつく,replaced,111,98
N2-vocab-0576,N2 Junbi Từ vựng,192,呼び止める,replaced,70,188
N2-vocab-0577,N2 Junbi Từ vựng,192,仕上げる,not_found,126,
N2-vocab-0578,N2 Junbi Từ vựng,193,割り込む,replaced,122,122
N2-vocab-0579,N2 Junbi Từ vựng,193,差し支える,replaced,126,115
N2-vocab-0580,N2 Junbi Từ vựng,193,買い占める,replaced,65,65
N2-vocab-0581,N2 Junbi Từ vựng,194,思い切る,replaced,117,107
N2-vocab-0582,N2 Junbi Từ vựng,194,振り向く,replaced,97,97
N2-vocab-0583,N2 Junbi Từ vựng,194,思いつく,replaced,113,130
N2-vocab-0584,N2 Junbi Từ vựng,195,引き止める,replaced,88,88
N2-vocab-0585,N2 Junbi Từ vựng,195,打ち消す,replaced,206,177
N2-vocab-0586,N2 Junbi Từ vựng,195,飛び散る,replaced,92,73
N2-vocab-0587,N2 Junbi Từ vựng,195,乗り継ぐ,replaced,190,191
N2-vocab-0588,N2 Junbi Từ vựng,196,落ち込む,replaced,189,189
N2-vocab-0589,N2 Junbi Từ vựng,196,引き返す,replaced,122,123
N2-vocab-0590,N2 Junbi Từ vựng,196,打ち明ける,replaced,87,87
N2-vocab-0591,N2 Junbi Từ vựng,197,目立つ,not_found,114,
N2-vocab-0592,N2 Junbi Từ vựng,197,詰め込む,replaced,183,197
N2-vocab-0593,N2 Junbi Từ vựng,198,見分わける,replaced,61,61
N2-vocab-0594,N2 Junbi Từ vựng,198,突っ込む,replaced,136,136
N2-vocab-0595,N2 Junbi Từ vựng,198,くっ付く,replaced,130,130
N2-vocab-0596,N2 Junbi Từ vựng,198,引っかかる,replaced,153,126
N2-vocab-0597,N2 Junbi Từ vựng,199,持ち寄る,replaced,84,84
N2-vocab-0598,N2 Junbi Từ vựng,199,当てはまる,replaced,164,165
N2-vocab-0599,N2 Junbi Từ vựng,199,付け加える,replaced,91,82
N2-vocab-0600,N2 Junbi Từ vựng,199,行き着く,replaced,96,96
N2-vocab-0601,N2 Junbi Từ vựng,200,上回る,replaced,72,62
N2-vocab-0602,N2 Junbi Từ vựng,200,飛び越える,replaced,114,115
N2-vocab-0603,N2 Junbi Từ vựng,200,見渡す,replaced,144,130
N2-vocab-0604,N2 Junbi Từ vựng,201,取り入れる,replaced,96,96
N2-vocab-0605,N2 Junbi Từ vựng,201,立ち上げる,replaced,151,151
N2-vocab-0606,N2 Junbi Từ vựng,201,打ち上げる,replaced,66,49
N2-vocab-0607,N2 Junbi Từ vựng,201,冷え込む,replaced,148,148
N2-vocab-0608,N2 Junbi Từ vựng,202,取り壊す,replaced,64,64
N2-vocab-0609,N2 Junbi Từ vựng,202,積み重ねる,replaced,121,115
N2-vocab-0610,N2 Junbi Từ vựng,202,建て替える,replaced,127,127
N2-vocab-0611,N2 Junbi Từ vựng,203,切り替える,replaced,171,161
N2-vocab-0612,N2 Junbi Từ vựng,203,受け持つ,replaced,105,105
N2-vocab-0613,N2 Junbi Từ vựng,203,取り上げる,replaced,191,205
N2-vocab-0614,N2 Junbi Từ vựng,204,繰り返す,replaced,113,113
N2-vocab-0615,N2 Junbi Từ vựng,204,思いがけない,replaced,83,83
N2-vocab-0616,N2 Junbi Từ vựng,204,手ごろ,replaced,96,97
N2-vocab-0617,N2 Junbi Từ vựng,204,不公平,replaced,83,83
N2-vocab-0618,N2 Junbi Từ vựng,204,正式,replaced,116,116
N2-vocab-0619,N2 Junbi Từ vựng,205,質素,replaced,78,78
N2-vocab-0620,N2 Junbi Từ vựng,205,詳細,replaced,76,76
N2-vocab-0621,N2 Junbi Từ vựng,206,大幅,replaced,91,81
N2-vocab-0622,N2 Junbi Từ vựng,206,透明,replaced,79,60
N2-vocab-0623,N2 Junbi Từ vựng,206,乱暴,replaced,130,117
N2-vocab-0624,N2 Junbi Từ vựng,207,合同,replaced,102,102
N2-vocab-0625,N2 Junbi Từ vựng,207,鮮やか,replaced,133,95
N2-vocab-0626,N2 Junbi Từ vựng,207,賢い,replaced,67,54
N2-vocab-0627,N2 Junbi Từ vựng,207,相応しい,replaced,245,234
N2-vocab-0628,N2 Junbi Từ vựng,208,乏しい,replaced,112,116
N2-vocab-0629,N2 Junbi Từ vựng,208,慌ただしい,replaced,103,91
N2-vocab-0630,N2 Junbi Từ vựng,208,物足りない,replaced,80,67
N2-vocab-0631,N2 Junbi Từ vựng,209,やかましい,replaced,175,165
N2-vocab-0632,N2 Junbi Từ vựng,209,騒がしい,replaced,132,138
N2-vocab-0633,N2 Junbi Từ vựng,210,〜を騒がす,replaced,81,79
N2-vocab-0634,N2 Junbi Từ vựng,210,輝かしい,replaced,98,93
N2-vocab-0635,N2 Junbi Từ vựng,210,たくましい,replaced,67,53
N2-vocab-0636,N2 Junbi Từ vựng,210,頼もしい,replaced,164,132
N2-vocab-0637,N2 Junbi Từ vựng,210,ずるい,replaced,142,120
N2-vocab-0638,N2 Junbi Từ vựng,211,そそっかしい,replaced,92,92
N2-vocab-0639,N2 Junbi Từ vựng,211,くどい,replaced,181,139
N2-vocab-0640,N2 Junbi Từ vựng,211,痛ましい,replaced,228,208
N2-vocab-0641,N2 Junbi Từ vựng,211,哀れな,replaced,91,57
N2-vocab-0642,N2 Junbi Từ vựng,212,重苦しい,replaced,86,76
N2-vocab-0643,N2 Junbi Từ vựng,212,ずうずうしい,replaced,191,161
N2-vocab-0644,N2 Junbi Từ vựng,212,厚かましい,replaced,158,126
N2-vocab-0645,N2 Junbi Từ vựng,212,連絡先を教えて頂けますでしょうか,replaced,16,30
N2-vocab-0646,N2 Junbi Từ vựng,213,緩やか,replaced,66,51
N2-vocab-0647,N2 Junbi Từ vựng,213,分厚い,replaced,101,89
N2-vocab-0648,N2 Junbi Từ vựng,213,弱々しい,replaced,168,149
N2-vocab-0649,N2 Junbi Từ vựng,214,情けない,replaced,172,172
N2-vocab-0650,N2 Junbi Từ vựng,214,等しい,replaced,121,99
N2-vocab-0651,N2 Junbi Từ vựng,214,羨ましい,replaced,143,143
N2-vocab-0652,N2 Junbi Từ vựng,215,くだらない,replaced,83,74
N2-vocab-0653,N2 Junbi Từ vựng,215,すまない,replaced,121,121
N2-vocab-0654,N2 Junbi Từ vựng,215,騒がしい,replaced,83,97
N2-vocab-0655,N2 Junbi Từ vựng,216,みっともない,replaced,89,89
N2-vocab-0656,N2 Junbi Từ vựng,216,貧しい,replaced,109,113
N2-vocab-0657,N2 Junbi Từ vựng,216,幼い,replaced,137,137
N2-vocab-0658,N2 Junbi Từ vựng,216,またとない,replaced,136,136
N2-vocab-0659,N2 Junbi Từ vựng,217,偉い,replaced,153,153
N2-vocab-0660,N2 Junbi Từ vựng,217,詳しい,replaced,219,308
N2-vocab-0661,N2 Junbi Từ vựng,217,目覚ましい,not_found,88,
N2-vocab-0662,N2 Junbi Từ vựng,218,曖昧な,replaced,106,96
N2-vocab-0663,N2 Junbi Từ vựng,218,有効,replaced,111,125
N2-vocab-0664,N2 Junbi Từ vựng,219,大げさ,replaced,195,195
N2-vocab-0665,N2 Junbi Từ vựng,219,深刻,replaced,176,178
N2-vocab-0666,N2 Junbi Từ vựng,220,温厚,replaced,151,151
N2-vocab-0667,N2 Junbi Từ vựng,220,勝手,replaced,220,191
N2-vocab-0668,N2 Junbi Từ vựng,220,慎重,replaced,100,100
N2-vocab-0669,N2 Junbi Từ vựng,221,優秀,replaced,77,77
N2-vocab-0670,N2 Junbi Từ vựng,221,奇妙,replaced,121,109
N2-vocab-0671,N2 Junbi Từ vựng,221,適度,replaced,120,102
N2-vocab-0672,N2 Junbi Từ vựng,222,冷静,replaced,112,102
N2-vocab-0673,N2 Junbi Từ vựng,222,贅沢,replaced,134,134
N2-vocab-0674,N2 Junbi Từ vựng,222,必死,replaced,110,101
N2-vocab-0675,N2 Junbi Từ vựng,223,頑丈,replaced,127,127
N2-vocab-0676,N2 Junbi Từ vựng,223,手軽,replaced,97,97
N2-vocab-0677,N2 Junbi Từ vựng,223,柔軟,replaced,180,180
N2-vocab-0678,N2 Junbi Từ vựng,223,小柄,replaced,72,72
N2-vocab-0679,N2 Junbi Từ vựng,224,無口,replaced,111,112
N2-vocab-0680,N2 Junbi Từ vựng,224,温暖,replaced,60,60
N2-vocab-0681,N2 Junbi Từ vựng,224,安易,replaced,138,139
N2-vocab-0682,N2 Junbi Từ vựng,225,愉快,replaced,91,81
N2-vocab-0683,N2 Junbi Từ vựng,225,過剰,replaced,94,94
N2-vocab-0684,N2 Junbi Từ vựng,225,有利,replaced,107,121
N2-vocab-0685,N2 Junbi Từ vựng,226,利口,replaced,63,63
N2-vocab-0686,N2 Junbi Từ vựng,226,多才,replaced,74,74
N2-vocab-0687,N2 Junbi Từ vựng,226,物騒,replaced,98,98
N2-vocab-0688,N2 Junbi Từ vựng,226,いい加減,replaced,157,157
N2-vocab-0689,N2 Junbi Từ vựng,227,真剣,replaced,117,117
N2-vocab-0690,N2 Junbi Từ vựng,227,優良,replaced,114,114
N2-vocab-0691,N2 Junbi Từ vựng,227,余計,replaced,231,237
N2-vocab-0692,N2 Junbi Từ vựng,228,頑固,replaced,103,93
N2-vocab-0693,N2 Junbi Từ vựng,228,簡略,replaced,142,156
N2-vocab-0694,N2 Junbi Từ vựng,229,好調,replaced,99,99
N2-vocab-0695,N2 Junbi Từ vựng,229,わずか,replaced,129,129
N2-vocab-0696,N2 Junbi Từ vựng,229,円満,replaced,145,145
N2-vocab-0697,N2 Junbi Từ vựng,230,率直,replaced,93,93
N2-vocab-0698,N2 Junbi Từ vựng,230,不規則,replaced,78,78
N2-vocab-0699,N2 Junbi Từ vựng,230,鮮明,replaced,74,74
N2-vocab-0700,N2 Junbi Từ vựng,230,滑らか,replaced,79,79
N2-vocab-0701,N2 Junbi Từ vựng,230,ありがち,replaced,76,76
N2-vocab-0702,N2 Junbi Từ vựng,231,あやふや,replaced,88,78
N2-vocab-0703,N2 Junbi Từ vựng,231,大まか,replaced,76,77
N2-vocab-0704,N2 Junbi Từ vựng,231,急速,replaced,90,104
N2-vocab-0705,N2 Junbi Từ vựng,232,器用,replaced,105,105
N2-vocab-0706,N2 Junbi Từ vựng,232,的確,replaced,67,67
N2-vocab-0707,N2 Junbi Từ vựng,232,強引,replaced,123,123
N2-vocab-0708,N2 Junbi Từ vựng,232,豪華,replaced,84,84
N2-vocab-0709,N2 Junbi Từ vựng,233,穏やか,replaced,108,108
N2-vocab-0710,N2 Junbi Từ vựng,233,偉大,replaced,70,70
N2-vocab-0711,N2 Junbi Từ vựng,233,内気,replaced,103,103
N2-vocab-0712,N2 Junbi Từ vựng,234,明らか,replaced,146,136
N2-vocab-0713,N2 Junbi Từ vựng,234,厄介,replaced,99,99
N2-vocab-0714,N2 Junbi Từ vựng,234,そっくり,replaced,113,127
N2-vocab-0715,N2 Junbi Từ vựng,235,稀,replaced,68,68
N2-vocab-0716,N2 Junbi Từ vựng,235,密接,replaced,135,135
N2-vocab-0717,N2 Junbi Từ vựng,235,極端,replaced,134,134
N2-vocab-0718,N2 Junbi Từ vựng,235,抽象的,replaced,75,75
N2-vocab-0719,N2 Junbi Từ vựng,236,主な,replaced,85,85
N2-vocab-0720,N2 Junbi Từ vựng,236,快適,replaced,98,98
N2-vocab-0721,N2 Junbi Từ vựng,236,確か,replaced,230,230
N2-vocab-0722,N2 Junbi Từ vựng,237,有難い,replaced,130,134
N2-vocab-0723,N2 Junbi Từ vựng,237,めでたい,replaced,120,120
N2-vocab-0724,N2 Junbi Từ vựng,238,ばかばかしい,replaced,129,129
N2-vocab-0725,N2 Junbi Từ vựng,238,面倒くさい,replaced,179,166
N2-vocab-0726,N2 Junbi Từ vựng,238,弱気な,replaced,140,129
N2-vocab-0727,N2 Junbi Từ vựng,239,強気,replaced,91,91
N2-vocab-0728,N2 Junbi Từ vựng,239,粗末,replaced,176,156
N2-vocab-0729,N2 Junbi Từ vựng,239,貴重な,replaced,139,139
N2-vocab-0730,N2 Junbi Từ vựng,240,惨め,replaced,127,127
N2-vocab-0731,N2 Junbi Từ vựng,240,さすが,replaced,164,164
N2-vocab-0732,N2 Junbi Từ vựng,241,気楽な,replaced,146,136
N2-vocab-0733,N2 Junbi Từ vựng,241,欲張り,replaced,115,115
N2-vocab-0734,N2 Junbi Từ vựng,241,謙虚,replaced,90,104
