id,source,page,title,status,old_len,new_len
N2-vocab-0735,N2 Junbi Từ vựng,242,言わば,replaced,142,142
N2-vocab-0736,N2 Junbi Từ vựng,242,絶えず,replaced,120,100
N2-vocab-0737,N2 Junbi Từ vựng,242,いよいよ,replaced,119,119
N2-vocab-0738,N2 Junbi Từ vựng,242,とうとう,replaced,138,123
N2-vocab-0739,N2 Junbi Từ vựng,243,徐々に,replaced,65,65
N2-vocab-0740,N2 Junbi Từ vựng,243,たびたび,replaced,84,84
N2-vocab-0741,N2 Junbi Từ vựng,243,ぶかぶか,replaced,88,88
N2-vocab-0742,N2 Junbi Từ vựng,244,ぼんやり,replaced,164,154
N2-vocab-0743,N2 Junbi Từ vựng,244,ほぼ,replaced,67,81
N2-vocab-0744,N2 Junbi Từ vựng,245,せめて,replaced,163,163
N2-vocab-0745,N2 Junbi Từ vựng,245,割と,replaced,100,85
N2-vocab-0746,N2 Junbi Từ vựng,245,くたくた,replaced,86,68
N2-vocab-0747,N2 Junbi Từ vựng,245,わずかに,replaced,122,122
N2-vocab-0748,N2 Junbi Từ vựng,246,いきなり,replaced,108,108
N2-vocab-0749,N2 Junbi Từ vựng,246,とっくに,replaced,83,83
N2-vocab-0750,N2 Junbi Từ vựng,246,ごろごろ,replaced,190,143
N2-vocab-0751,N2 Junbi Từ vựng,246,直ちに,replaced,116,116
N2-vocab-0752,N2 Junbi Từ vựng,247,着々と,replaced,113,103
N2-vocab-0753,N2 Junbi Từ vựng,247,そうとう,replaced,92,92
N2-vocab-0754,N2 Junbi Từ vựng,247,かさかさ,replaced,99,113
N2-vocab-0755,N2 Junbi Từ vựng,248,さっさと,replaced,123,123
N2-vocab-0756,N2 Junbi Từ vựng,248,自ら,replaced,114,99
N2-vocab-0757,N2 Junbi Từ vựng,248,生き生き,replaced,129,129
N2-vocab-0758,N2 Junbi Từ vựng,248,あいにく,replaced,164,142
N2-vocab-0759,N2 Junbi Từ vựng,249,案の定,replaced,175,175
N2-vocab-0760,N2 Junbi Từ vựng,249,依然として,replaced,198,174
N2-vocab-0761,N2 Junbi Từ vựng,249,予め,replaced,103,103
N2-vocab-0762,N2 Junbi Từ vựng,250,間際,replaced,217,207
N2-vocab-0763,N2 Junbi Từ vựng,250,たちまち,replaced,85,99
N2-vocab-0764,N2 Junbi Từ vựng,251,こつこつ,replaced,83,83
N2-vocab-0765,N2 Junbi Từ vựng,251,一気に,replaced,169,116
N2-vocab-0766,N2 Junbi Từ vựng,251,うとうと,replaced,80,70
N2-vocab-0767,N2 Junbi Từ vựng,251,たまに,replaced,96,96
N2-vocab-0768,N2 Junbi Từ vựng,252,たまたま,replaced,117,117
N2-vocab-0769,N2 Junbi Từ vựng,252,びっしょり,replaced,160,143
N2-vocab-0770,N2 Junbi Từ vựng,252,おそらく,replaced,75,64
N2-vocab-0771,N2 Junbi Từ vựng,252,やや,replaced,116,116
N2-vocab-0772,N2 Junbi Từ vựng,253,かつて,replaced,101,91
N2-vocab-0773,N2 Junbi Từ vựng,253,一旦,replaced,179,157
N2-vocab-0774,N2 Junbi Từ vựng,253,じかに,replaced,56,70
N2-vocab-0775,N2 Junbi Từ vựng,254,ぐったり,replaced,81,81
N2-vocab-0776,N2 Junbi Từ vựng,254,常に,replaced,105,95
N2-vocab-0777,N2 Junbi Từ vựng,254,ひそひそ,replaced,117,117
N2-vocab-0778,N2 Junbi Từ vựng,254,一斉に,replaced,177,160
N2-vocab-0779,N2 Junbi Từ vựng,255,当分,replaced,76,76
N2-vocab-0780,N2 Junbi Từ vựng,255,一転,replaced,177,164
N2-vocab-0781,N2 Junbi Từ vựng,255,きっぱり,replaced,116,116
N2-vocab-0782,N2 Junbi Từ vựng,256,精一杯,replaced,120,110
N2-vocab-0783,N2 Junbi Từ vựng,256,即座に,replaced,108,78
N2-vocab-0784,N2 Junbi Từ vựng,256,ごちゃごちゃ,replaced,141,155
N2-vocab-0785,N2 Junbi Từ vựng,257,一層,replaced,70,70
N2-vocab-0786,N2 Junbi Từ vựng,257,ぎっしり,replaced,149,126
N2-vocab-0787,N2 Junbi Từ vựng,257,ぐるぐる,replaced,57,57
N2-vocab-0788,N2 Junbi Từ vựng,257,順々に,replaced,129,90
N2-vocab-0789,N2 Junbi Từ vựng,257,軽々と,replaced,129,106
N2-vocab-0790,N2 Junbi Từ vựng,258,細々と,replaced,181,181
N2-vocab-0791,N2 Junbi Từ vựng,258,まもなく,replaced,141,141
N2-vocab-0792,N2 Junbi Từ vựng,259,ぐんぐん,replaced,100,90
N2-vocab-0793,N2 Junbi Từ vựng,259,ふんわり,replaced,147,103
N2-vocab-0794,N2 Junbi Từ vựng,259,うっすら,replaced,92,106
N2-vocab-0795,N2 Junbi Từ vựng,260,しっとり,replaced,72,72
N2-vocab-0796,N2 Junbi Từ vựng,260,どうりで,replaced,149,127
N2-vocab-0797,N2 Junbi Từ vựng,260,ゆらゆら,replaced,78,78
N2-vocab-0798,N2 Junbi Từ vựng,260,さらさら,replaced,224,181
N2-vocab-0799,N2 Junbi Từ vựng,261,すらすら,replaced,144,144
N2-vocab-0800,N2 Junbi Từ vựng,261,続々と,replaced,71,71
N2-vocab-0801,N2 Junbi Từ vựng,261,少なくとも,replaced,107,107
N2-vocab-0802,N2 Junbi Từ vựng,262,先々,replaced,171,161
N2-vocab-0803,N2 Junbi Từ vựng,262,知らず,replaced,153,151
N2-vocab-0804,N2 Junbi Từ vựng,263,一時的に,replaced,83,83
N2-vocab-0805,N2 Junbi Từ vựng,263,ばっさり,replaced,122,113
N2-vocab-0806,N2 Junbi Từ vựng,263,ぎざぎざ,replaced,123,105
N2-vocab-0807,N2 Junbi Từ vựng,263,いちいち,replaced,134,134
N2-vocab-0808,N2 Junbi Từ vựng,264,きょろきょろ,replaced,92,92
N2-vocab-0809,N2 Junbi Từ vựng,264,今頃,replaced,114,103
N2-vocab-0810,N2 Junbi Từ vựng,264,どうせ,replaced,106,85
N2-vocab-0811,N2 Junbi Từ vựng,264,それぞれ,replaced,81,81
N2-vocab-0812,N2 Junbi Từ vựng,265,がっしり,replaced,98,88
N2-vocab-0813,N2 Junbi Từ vựng,265,うっかり,replaced,79,79
N2-vocab-0814,N2 Junbi Từ vựng,265,ほんの,replaced,87,87
N2-vocab-0815,N2 Junbi Từ vựng,265,あらゆる,replaced,100,114
N2-vocab-0816,N2 Junbi Từ vựng,266,いずれ,replaced,128,128
N2-vocab-0817,N2 Junbi Từ vựng,266,見事に,replaced,63,63
N2-vocab-0818,N2 Junbi Từ vựng,266,改めて,replaced,81,81
N2-vocab-0819,N2 Junbi Từ vựng,266,何となく,replaced,151,151
N2-vocab-0820,N2 Junbi Từ vựng,267,次第に,replaced,174,174
N2-vocab-0821,N2 Junbi Từ vựng,267,ようやく,replaced,100,100
N2-vocab-0822,N2 Junbi Từ vựng,268,いわゆる,replaced,79,69
N2-vocab-0823,N2 Junbi Từ vựng,268,幾分,replaced,161,161
N2-vocab-0824,N2 Junbi Từ vựng,268,一段と,replaced,85,99
N2-vocab-0825,N2 Junbi Từ vựng,269,大いに,replaced,85,85
N2-vocab-0826,N2 Junbi Từ vựng,269,せいぜい,replaced,226,226
N2-vocab-0827,N2 Junbi Từ vựng,269,とりあえず,replaced,81,81
N2-vocab-0828,N2 Junbi Từ vựng,269,既に,replaced,112,112
N2-vocab-0829,N2 Junbi Từ vựng,270,にわかに,replaced,102,102
N2-vocab-0830,N2 Junbi Từ vựng,270,再三,replaced,139,139
N2-vocab-0831,N2 Junbi Từ vựng,270,しょっちゅう,replaced,144,144
N2-vocab-0832,N2 Junbi Từ vựng,271,単に,replaced,198,189
N2-vocab-0833,N2 Junbi Từ vựng,271,あれこれ,replaced,101,104
N2-vocab-0834,N2 Junbi Từ vựng,272,およそ,replaced,80,83
N2-vocab-0835,N2 Junbi Từ vựng,272,さらに,replaced,64,64
N2-vocab-0836,N2 Junbi Từ vựng,272,最も,replaced,127,127
N2-vocab-0837,N2 Junbi Từ vựng,272,万一,replaced,119,119
N2-vocab-0838,N2 Junbi Từ vựng,272,めったに,replaced,70,70
N2-vocab-0839,N2 Junbi Từ vựng,273,そのうち,replaced,78,78
N2-vocab-0840,N2 Junbi Từ vựng,273,むしろ,replaced,96,96
N2-vocab-0841,N2 Junbi Từ vựng,273,かえって,replaced,228,235
N2-vocab-0842,N2 Junbi Từ vựng,274,なんだか,replaced,107,97
N2-vocab-0843,N2 Junbi Từ vựng,274,やがて,replaced,97,97
N2-vocab-0844,N2 Junbi Từ vựng,274,今に,replaced,160,174
N2-vocab-0845,N2 Junbi Từ vựng,275,果たして,replaced,80,80
N2-vocab-0846,N2 Junbi Từ vựng,275,ばったり,replaced,120,120
N2-vocab-0847,N2 Junbi Từ vựng,275,ひとまず,replaced,78,78
N2-vocab-0848,N2 Junbi Từ vựng,275,しばしば,replaced,105,105
N2-vocab-0849,N2 Junbi Từ vựng,275,しーんと,replaced,111,111
N2-vocab-0850,N2 Junbi Từ vựng,276,めっきり,replaced,103,103
N2-vocab-0851,N2 Junbi Từ vựng,276,なお,replaced,181,181
N2-vocab-0852,N2 Junbi Từ vựng,277,ずらりと,replaced,102,92
N2-vocab-0853,N2 Junbi Từ vựng,277,わざわざ,replaced,150,150
N2-vocab-0854,N2 Junbi Từ vựng,277,わざと,replaced,130,142
N2-vocab-0855,N2 Junbi Từ vựng,278,もしかすると,replaced,249,249
N2-vocab-0856,N2 Junbi Từ vựng,278,すっと,replaced,167,167
N2-vocab-0857,N2 Junbi Từ vựng,278,どうやら,replaced,109,106
N2-vocab-0858,N2 Junbi Từ vựng,279,未だに,replaced,219,219
N2-vocab-0859,N2 Junbi Từ vựng,279,まさに,replaced,82,69
N2-vocab-0860,N2 Junbi Từ vựng,279,しかも,replaced,181,147
N2-vocab-0861,N2 Junbi Từ vựng,279,にやにや,replaced,65,65
N2-vocab-0862,N2 Junbi Từ vựng,281,たった,replaced,105,95
N2-vocab-0863,N2 Junbi Từ vựng,281,事前に,replaced,100,100
N2-vocab-0864,N2 Junbi Từ vựng,281,ぐっと,replaced,101,113
N2-vocab-0865,N2 Junbi Từ vựng,282,どうしても,replaced,85,85
N2-vocab-0866,N2 Junbi Từ vựng,282,こっそり,replaced,110,110
N2-vocab-0867,N2 Junbi Từ vựng,282,ところで,replaced,183,184
N2-vocab-0868,N2 Junbi Từ vựng,282,フロント,replaced,93,93
N2-vocab-0869,N2 Junbi Từ vựng,283,リハビリ,replaced,102,102
N2-vocab-0870,N2 Junbi Từ vựng,283,オーバー,replaced,208,208
N2-vocab-0871,N2 Junbi Từ vựng,283,サイレン,replaced,53,53
N2-vocab-0872,N2 Junbi Từ vựng,284,サイン,replaced,154,144
N2-vocab-0873,N2 Junbi Từ vựng,284,フレッシュ,replaced,46,46
N2-vocab-0874,N2 Junbi Từ vựng,284,マイペース,replaced,93,107
N2-vocab-0875,N2 Junbi Từ vựng,285,シーズン,replaced,124,124
N2-vocab-0876,N2 Junbi Từ vựng,285,レンタル,replaced,44,44
N2-vocab-0877,N2 Junbi Từ vựng,285,ブーム,replaced,99,99
N2-vocab-0878,N2 Junbi Từ vựng,285,スムーズ,replaced,85,85
N2-vocab-0879,N2 Junbi Từ vựng,285,プラン,replaced,46,46
N2-vocab-0880,N2 Junbi Từ vựng,286,パンク,replaced,84,84
N2-vocab-0881,N2 Junbi Từ vựng,286,リラックス,replaced,72,72
N2-vocab-0882,N2 Junbi Từ vựng,287,テンポ,replaced,79,69
N2-vocab-0883,N2 Junbi Từ vựng,287,アピール,replaced,189,189
N2-vocab-0884,N2 Junbi Từ vựng,287,アレンジ,replaced,22,34
N2-vocab-0885,N2 Junbi Từ vựng,288,スペース,replaced,99,99
N2-vocab-0886,N2 Junbi Từ vựng,288,テクニック,replaced,86,86
N2-vocab-0887,N2 Junbi Từ vựng,288,プレッシャー,replaced,101,101
N2-vocab-0888,N2 Junbi Từ vựng,288,ハード,replaced,102,102
N2-vocab-0889,N2 Junbi Từ vựng,288,ターゲット,replaced,16,16
N2-vocab-0890,N2 Junbi Từ vựng,289,ガイド,replaced,58,58
N2-vocab-0891,N2 Junbi Từ vựng,289,シリーズ,replaced,75,75
N2-vocab-0892,N2 Junbi Từ vựng,290,クリア,replaced,228,218
N2-vocab-0893,N2 Junbi Từ vựng,290,ストライキ,replaced,112,126
N2-vocab-0894,N2 Junbi Từ vựng,291,ライバル,replaced,45,45
N2-vocab-0895,N2 Junbi Từ vựng,291,ゲスト,replaced,54,54
N2-vocab-0896,N2 Junbi Từ vựng,291,エラー,replaced,63,63
N2-vocab-0897,N2 Junbi Từ vựng,291,インストール,replaced,110,110
N2-vocab-0898,N2 Junbi Từ vựng,291,チャージ,replaced,102,102
N2-vocab-0899,N2 Junbi Từ vựng,292,評判,replaced,207,207
N2-vocab-0900,N2 Junbi Từ vựng,292,インパクト,replaced,83,83
N2-vocab-0901,N2 Junbi Từ vựng,292,ペンキ,replaced,58,58
N2-vocab-0902,N2 Junbi Từ vựng,293,ダム,replaced,62,62
N2-vocab-0903,N2 Junbi Từ vựng,293,セロテープ,replaced,83,83
N2-vocab-0904,N2 Junbi Từ vựng,293,リポーター,replaced,68,82
N2-vocab-0905,N2 Junbi Từ vựng,294,ムード,replaced,44,44
N2-vocab-0906,N2 Junbi Từ vựng,294,タイヤ,replaced,66,66
N2-vocab-0907,N2 Junbi Từ vựng,294,ダウン,replaced,101,101
N2-vocab-0908,N2 Junbi Từ vựng,294,インテリア,replaced,59,59
N2-vocab-0909,N2 Junbi Từ vựng,294,カルシウム,replaced,47,47
N2-vocab-0910,N2 Junbi Từ vựng,295,スタッフ,replaced,44,44
N2-vocab-0911,N2 Junbi Từ vựng,295,ダメージ,replaced,74,74
N2-vocab-0912,N2 Junbi Từ vựng,296,コンプレックス,replaced,79,69
N2-vocab-0913,N2 Junbi Từ vựng,296,コスト,replaced,65,65
N2-vocab-0914,N2 Junbi Từ vựng,296,プラスチック,replaced,56,56
N2-vocab-0915,N2 Junbi Từ vựng,296,レンズ,replaced,58,72
N2-vocab-0916,N2 Junbi Từ vựng,297,ライトアップ,replaced,58,58
N2-vocab-0917,N2 Junbi Từ vựng,297,マッチ,replaced,105,105
N2-vocab-0918,N2 Junbi Từ vựng,297,ノーマル,replaced,67,67
N2-vocab-0919,N2 Junbi Từ vựng,297,ルーズ,replaced,64,64
N2-vocab-0920,N2 Junbi Từ vựng,298,ストレス,replaced,227,230
N2-vocab-0921,N2 Junbi Từ vựng,298,カット,replaced,55,55
N2-vocab-0922,N2 Junbi Từ vựng,299,コントロール,replaced,77,67
N2-vocab-0923,N2 Junbi Từ vựng,299,アイデア,replaced,57,57
N2-vocab-0924,N2 Junbi Từ vựng,299,チャンス,replaced,61,61
N2-vocab-0925,N2 Junbi Từ vựng,299,スケジュール,replaced,106,121
N2-vocab-0926,N2 Junbi Từ vựng,300,システム,replaced,94,94
N2-vocab-0927,N2 Junbi Từ vựng,300,モニター,replaced,200,200
N2-vocab-0928,N2 Junbi Từ vựng,300,ベテラン,replaced,122,122
N2-vocab-0929,N2 Junbi Từ vựng,301,コメント,replaced,49,49
N2-vocab-0930,N2 Junbi Từ vựng,301,パターン,replaced,53,53
N2-vocab-0931,N2 Junbi Từ vựng,301,キャンパス,replaced,56,56
N2-vocab-0932,N2 Junbi Từ vựng,302,フォント,replaced,90,80
N2-vocab-0933,N2 Junbi Từ vựng,302,デモ,replaced,150,150
N2-vocab-0934,N2 Junbi Từ vựng,302,テロ,replaced,65,79
N2-vocab-0935,N2 Junbi Từ vựng,303,エコ,replaced,87,87
N2-vocab-0936,N2 Junbi Từ vựng,303,センス,replaced,78,78
N2-vocab-0937,N2 Junbi Từ vựng,303,フリーサイズ,replaced,75,75
N2-vocab-0938,N2 Junbi Từ vựng,303,リズム,replaced,94,94
N2-vocab-0939,N2 Junbi Từ vựng,303,ユニーク,replaced,61,61
N2-vocab-0940,N2 Junbi Từ vựng,304,ダウンロード,replaced,66,66
N2-vocab-0941,N2 Junbi Từ vựng,304,イラスト,replaced,81,81
N2-kanji-0001,N2 Junbi Hán tự,2,散,replaced,149,149
N2-kanji-0002,N2 Junbi Hán tự,2,咲,replaced,76,76
N2-kanji-0003,N2 Junbi Hán tự,2,枝,replaced,86,96
N2-kanji-0004,N2 Junbi Hán tự,3,飾,replaced,122,122
N2-kanji-0005,N2 Junbi Hán tự,3,枯,replaced,102,102
N2-kanji-0006,N2 Junbi Hán tự,4,桜,replaced,89,89
N2-kanji-0007,N2 Junbi Hán tự,4,梅,replaced,113,113
N2-kanji-0008,N2 Junbi Hán tự,4,美,replaced,122,133
N2-kanji-0009,N2 Junbi Hán tự,5,香,replaced,128,136
N2-kanji-0010,N2 Junbi Hán tự,6,紫,replaced,136,136
N2-kanji-0011,N2 Junbi Hán tự,6,紅,replaced,121,121
N2-kanji-0012,N2 Junbi Hán tự,6,灰,replaced,100,110
N2-kanji-0013,N2 Junbi Hán tự,7,鮮,replaced,130,130
N2-kanji-0014,N2 Junbi Hán tự,7,彩,replaced,114,114
N2-kanji-0015,N2 Junbi Hán tự,8,凍,replaced,120,120
N2-kanji-0016,N2 Junbi Hán tự,8,河,replaced,85,85
N2-kanji-0017,N2 Junbi Hán tự,8,源,replaced,152,162
N2-kanji-0018,N2 Junbi Hán tự,9,沈,replaced,122,125
N2-kanji-0019,N2 Junbi Hán tự,9,沿,replaced,105,105
N2-kanji-0020,N2 Junbi Hán tự,10,飼,too_short,118,3
N2-kanji-0021,N2 Junbi Hán tự,10,畜,replaced,82,217
N2-kanji-0022,N2 Junbi Hán tự,10,猫,replaced,126,114
N2-kanji-0023,N2 Junbi Hán tự,11,羊,replaced,107,107
N2-kanji-0024,N2 Junbi Hán tự,11,豚,replaced,106,106
N2-kanji-0025,N2 Junbi Hán tự,12,放,replaced,214,214
N2-kanji-0026,N2 Junbi Hán tự,12,穴,replaced,101,101
N2-kanji-0027,N2 Junbi Hán tự,12,巣,replaced,81,87
N2-kanji-0028,N2 Junbi Hán tự,13,周,replaced,143,144
N2-kanji-0029,N2 Junbi Hán tự,13,囲,replaced,133,133
N2-kanji-0030,N2 Junbi Hán tự,13,互,replaced,105,115
N2-kanji-0031,N2 Junbi Hán tự,14,我,replaced,102,104
N2-kanji-0032,N2 Junbi Hán tự,14,皆,replaced,119,119
N2-kanji-0033,N2 Junbi Hán tự,15,緒,replaced,116,118
N2-kanji-0034,N2 Junbi Hán tự,15,援,replaced,130,130
N2-kanji-0035,N2 Junbi Hán tự,15,抱,replaced,147,159
N2-kanji-0036,N2 Junbi Hán tự,16,氏,replaced,74,74
N2-kanji-0037,N2 Junbi Hán tự,16,孫,replaced,111,111
N2-kanji-0038,N2 Junbi Hán tự,16,祖,replaced,92,92
N2-kanji-0039,N2 Junbi Hán tự,17,僕,replaced,81,71
N2-kanji-0040,N2 Junbi Hán tự,17,僚,replaced,130,130
N2-kanji-0041,N2 Junbi Hán tự,17,輩,replaced,121,121
N2-kanji-0042,N2 Junbi Hán tự,17,誰,replaced,69,79
N2-kanji-0043,N2 Junbi Hán tự,18,偶,replaced,143,143
N2-kanji-0044,N2 Junbi Hán tự,19,畳,replaced,144,153
N2-kanji-0045,N2 Junbi Hán tự,19,床,replaced,114,119
N2-kanji-0046,N2 Junbi Hán tự,19,軒,replaced,96,106
N2-kanji-0047,N2 Junbi Hán tự,20,玄,replaced,94,94
N2-kanji-0048,N2 Junbi Hán tự,20,壁,replaced,173,173
N2-kanji-0049,N2 Junbi Hán tự,21,契,replaced,110,100
N2-kanji-0050,N2 Junbi Hán tự,21,証,replaced,166,166
N2-kanji-0051,N2 Junbi Hán tự,21,域,replaced,118,130
N2-kanji-0052,N2 Junbi Hán tự,22,届,replaced,158,166
N2-kanji-0053,N2 Junbi Hán tự,22,招,replaced,216,216
N2-kanji-0054,N2 Junbi Hán tự,22,贈,replaced,126,126
N2-kanji-0055,N2 Junbi Hán tự,23,寮,replaced,137,137
N2-kanji-0056,N2 Junbi Hán tự,23,隣,replaced,165,176
N2-kanji-0057,N2 Junbi Hán tự,23,狭,replaced,132,148
N2-kanji-0058,N2 Junbi Hán tự,24,含,replaced,59,70
N2-kanji-0059,N2 Junbi Hán tự,24,溶,replaced,149,153
N2-kanji-0060,N2 Junbi Hán tự,24,汁,replaced,115,126
N2-kanji-0061,N2 Junbi Hán tự,25,盛,replaced,185,189
N2-kanji-0062,N2 Junbi Hán tự,26,詰,replaced,149,156
N2-kanji-0063,N2 Junbi Hán tự,26,瓶,replaced,72,72
N2-kanji-0064,N2 Junbi Hán tự,26,粒,replaced,137,137
N2-kanji-0065,N2 Junbi Hán tự,26,酢,replaced,68,78
N2-kanji-0066,N2 Junbi Hán tự,27,糖,replaced,91,91
N2-kanji-0067,N2 Junbi Hán tự,28,脂,replaced,134,45
N2-kanji-0068,N2 Junbi Hán tự,28,肪,replaced,85,93
N2-kanji-0069,N2 Junbi Hán tự,28,筋,replaced,139,229
N2-kanji-0070,N2 Junbi Hán tự,29,節,replaced,157,161
N2-kanji-0071,N2 Junbi Hán tự,30,並,replaced,190,193
N2-kanji-0072,N2 Junbi Hán tự,30,巻,replaced,187,198
N2-kanji-0073,N2 Junbi Hán tự,30,居,replaced,185,164
N2-kanji-0074,N2 Junbi Hán tự,31,清,replaced,124,117
N2-kanji-0075,N2 Junbi Hán tự,31,掃,replaced,161,171
N2-kanji-0076,N2 Junbi Hán tự,32,宝,replaced,119,119
N2-kanji-0077,N2 Junbi Hán tự,32,城,replaced,122,122
N2-kanji-0078,N2 Junbi Hán tự,32,栄,replaced,164,174
N2-kanji-0079,N2 Junbi Hán tự,33,蔵,replaced,119,119
N2-kanji-0080,N2 Junbi Hán tự,33,士,replaced,103,103
N2-kanji-0081,N2 Junbi Hán tự,34,封,replaced,129,5
N2-kanji-0082,N2 Junbi Hán tự,34,筒,replaced,94,209
N2-kanji-0083,N2 Junbi Hán tự,34,歳,replaced,109,121
N2-kanji-0084,N2 Junbi Hán tự,35,暮,replaced,123,127
N2-kanji-0085,N2 Junbi Hán tự,35,宛,replaced,112,120
N2-kanji-0086,N2 Junbi Hán tự,35,菓,replaced,76,76
N2-kanji-0087,N2 Junbi Hán tự,36,輪,replaced,123,123
N2-kanji-0088,N2 Junbi Hán tự,36,港,replaced,160,160
N2-kanji-0089,N2 Junbi Hán tự,36,途,replaced,169,179
N2-kanji-0090,N2 Junbi Hán tự,37,標,replaced,153,153
N2-kanji-0091,N2 Junbi Hán tự,37,普,replaced,155,155
N2-kanji-0092,N2 Junbi Hán tự,38,渋,replaced,132,66
N2-kanji-0093,N2 Junbi Hán tự,38,滞,replaced,147,207
N2-kanji-0094,N2 Junbi Hán tự,38,街,replaced,146,161
N2-kanji-0095,N2 Junbi Hán tự,39,往,replaced,96,96
N2-kanji-0096,N2 Junbi Hán tự,39,距,replaced,100,100
N2-kanji-0097,N2 Junbi Hán tự,39,灯,replaced,139,142
N2-kanji-0098,N2 Junbi Hán tự,40,妊,replaced,132,27
N2-kanji-0099,N2 Junbi Hán tự,40,娠,replaced,87,193
N2-kanji-0100,N2 Junbi Hán tự,40,双,replaced,126,136
N2-kanji-0101,N2 Junbi Hán tự,41,誕,replaced,113,113
N2-kanji-0102,N2 Junbi Hán tự,41,拍,replaced,90,94
N2-kanji-0103,N2 Junbi Hán tự,42,催,replaced,107,97
N2-kanji-0104,N2 Junbi Hán tự,42,渇,replaced,118,118
N2-kanji-0105,N2 Junbi Hán tự,42,騒,replaced,135,141
N2-kanji-0106,N2 Junbi Hán tự,43,延,replaced,156,149
N2-kanji-0107,N2 Junbi Hán tự,43,更,replaced,157,159
N2-kanji-0108,N2 Junbi Hán tự,43,徹,replaced,127,135
N2-kanji-0109,N2 Junbi Hán tự,44,憶,replaced,162,162
N2-kanji-0110,N2 Junbi Hán tự,45,携,replaced,110,101
N2-kanji-0111,N2 Junbi Hán tự,45,即,replaced,137,137
N2-kanji-0112,N2 Junbi Hán tự,45,稼,replaced,153,165
N2-kanji-0113,N2 Junbi Hán tự,46,需,replaced,83,83
N2-kanji-0114,N2 Junbi Hán tự,46,拒,replaced,70,70
N2-kanji-0115,N2 Junbi Hán tự,46,厳,replaced,193,193
N2-kanji-0116,N2 Junbi Hán tự,47,背,replaced,183,176
N2-kanji-0117,N2 Junbi Hán tự,47,肩,replaced,128,128
N2-kanji-0118,N2 Junbi Hán tự,47,胸,replaced,173,187
N2-kanji-0119,N2 Junbi Hán tự,48,腰,replaced,131,131
N2-kanji-0120,N2 Junbi Hán tự,49,脳,replaced,144,134
N2-kanji-0121,N2 Junbi Hán tự,49,臓,replaced,88,88
N2-kanji-0122,N2 Junbi Hán tự,49,胃,replaced,77,77
N2-kanji-0123,N2 Junbi Hán tự,49,骨,replaced,126,134
N2-kanji-0124,N2 Junbi Hán tự,50,康,replaced,135,63
N2-kanji-0125,N2 Junbi Hán tự,50,診,replaced,139,122
N2-kanji-0126,N2 Junbi Hán tự,50,療,replaced,161,261
N2-kanji-0127,N2 Junbi Hán tự,51,異,replaced,155,155
N2-kanji-0128,N2 Junbi Hán tự,52,症,replaced,206,57
N2-kanji-0129,N2 Junbi Hán tự,52,状,replaced,124,254
N2-kanji-0130,N2 Junbi Hán tự,52,況,replaced,181,193
N2-kanji-0131,N2 Junbi Hán tự,53,態,replaced,126,126
N2-kanji-0132,N2 Junbi Hán tự,53,睡,replaced,90,90
N2-kanji-0133,N2 Junbi Hán tự,53,喫,replaced,107,107
N2-kanji-0134,N2 Junbi Hán tự,54,傷,replaced,208,198
N2-kanji-0135,N2 Junbi Hán tự,54,処,replaced,129,129
N2-kanji-0136,N2 Junbi Hán tự,54,針,replaced,118,130
N2-kanji-0137,N2 Junbi Hán tự,55,抜,replaced,161,163
N2-kanji-0138,N2 Junbi Hán tự,55,菌,replaced,116,24
N2-kanji-0139,N2 Junbi Hán tự,55,剤,replaced,83,176
N2-kanji-0140,N2 Junbi Hán tự,56,看,replaced,135,125
N2-kanji-0141,N2 Junbi Hán tự,56,視,replaced,100,100
N2-kanji-0142,N2 Junbi Hán tự,56,眼,replaced,69,77
N2-kanji-0143,N2 Junbi Hán tự,57,刺,replaced,164,166
N2-kanji-0144,N2 Junbi Hán tự,58,肌,replaced,90,90
N2-kanji-0145,N2 Junbi Hán tự,58,粧,replaced,141,141
N2-kanji-0146,N2 Junbi Hán tự,58,髪,replaced,120,130
N2-kanji-0147,N2 Junbi Hán tự,59,華,replaced,147,148
N2-kanji-0148,N2 Junbi Hán tự,59,鏡,replaced,126,126
N2-kanji-0149,N2 Junbi Hán tự,60,勢,replaced,218,212
N2-kanji-0150,N2 Junbi Hán tự,60,柔,replaced,144,76
N2-kanji-0151,N2 Junbi Hán tự,60,軟,replaced,166,243
N2-kanji-0152,N2 Junbi Hán tự,61,帽,replaced,104,104
N2-kanji-0153,N2 Junbi Hán tự,62,傘,replaced,99,89
N2-kanji-0154,N2 Junbi Hán tự,62,革,replaced,124,124
N2-kanji-0155,N2 Junbi Hán tự,62,靴,replaced,80,93
N2-kanji-0156,N2 Junbi Hán tự,63,柄,replaced,140,140
N2-kanji-0157,N2 Junbi Hán tự,63,装,replaced,137,140
N2-kanji-0158,N2 Junbi Hán tự,64,慣,replaced,153,143
N2-kanji-0159,N2 Junbi Hán tự,64,競,replaced,94,94
N2-kanji-0160,N2 Junbi Hán tự,64,養,replaced,146,156
N2-kanji-0161,N2 Junbi Hán tự,65,課,replaced,157,157
N2-kanji-0162,N2 Junbi Hán tự,65,論,replaced,103,103
N2-kanji-0163,N2 Junbi Hán tự,66,就,replaced,158,148
N2-kanji-0164,N2 Junbi Hán tự,66,従,replaced,135,135
N2-kanji-0165,N2 Junbi Hán tự,66,応,replaced,224,232
N2-kanji-0166,N2 Junbi Hán tự,67,訪,replaced,151,154
